,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,road,house_number,city,county,state,neighbourhood
2758,9268200550,20141010T000000,400000.0,2,2.0,1520,5010,1.0,0,0,3,7,1520,0,1999,0,98117,47.6948,-122.364,1110,5040,6th Avenue Northwest,9021,Seattle,King County,Washington,Crown Hill
2759,1788700295,20150311T000000,172000.0,3,1.0,1350,9680,1.0,0,0,4,7,820,530,1959,0,98023,47.3274,-122.346,1320,9225,8th Avenue Southwest,30602,NA,King County,Washington,Marine View Demarwood
2760,7379600240,20140714T000000,615000.0,3,1.75,1950,8480,1.0,0,0,4,8,1250,700,1962,0,98007,47.5893,-122.15,1740,8480,Southeast 24th Street,2316,Bellevue,King County,Washington,NA
2761,8691330060,20150407T000000,860000.0,4,3.5,3950,9600,2.0,0,0,3,10,3950,0,1998,0,98075,47.5945,-121.981,3110,10213,268th Place Southeast,1790,NA,King County,Washington,NA
2762,6384500581,20140618T000000,555000.0,3,1.75,2040,6000,1.0,0,0,5,7,1120,920,1958,0,98116,47.5688,-122.397,1530,6250,51st Avenue Southwest,3850,Seattle,King County,Washington,NA
2763,6690500070,20140721T000000,579000.0,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,1926,0,98103,47.6867,-122.354,1180,3030,North 80th Street,325,Seattle,King County,Washington,NA
2764,3205400140,20140630T000000,385000.0,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,121st Avenue Northeast,13420,NA,King County,Washington,NA
2765,6662410070,20150414T000000,420000.0,4,2.25,2030,12000,2.0,0,0,3,7,2030,0,1977,0,98011,47.7699,-122.168,2190,9900,129th Place Northeast,19539,NA,King County,Washington,NA
2766,1919800260,20140716T000000,645000.0,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,1914,0,98103,47.6956,-122.335,1410,3388,Burke Avenue North,9052,Seattle,King County,Washington,Licton Springs
2767,7283900045,20150428T000000,549950.0,3,2.5,2160,6288,2.0,0,0,3,8,2160,0,1996,0,98133,47.7655,-122.35,1830,7600,North 188th Street,764,Shoreline,King County,Washington,NA
2768,3756100160,20140923T000000,678000.0,3,2.75,2770,10000,1.0,0,1,5,8,1640,1130,1962,0,98033,47.7011,-122.206,2450,10000,Northeast 112th Place,10124,NA,King County,Washington,NA
2769,3352401981,20140521T000000,199000.0,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,1950,0,98178,47.4994,-122.261,1520,9440,57th Avenue South,11225,Seattle,King County,Washington,NA
2770,5315100394,20150218T000000,604000.0,3,1.0,1440,13824,1.0,0,0,4,7,1440,0,1957,0,98040,47.5872,-122.241,2540,12092,Southeast 27th Street,7398,NA,King County,Washington,McGilvra
2771,3450300270,20150403T000000,268000.0,5,1.75,1730,10368,1.0,0,0,5,7,1010,720,1963,0,98059,47.5008,-122.162,1730,7728,Whitman Court Northeast,1059,NA,King County,Washington,Hidden Creek
2772,2325069117,20140805T000000,960000.0,5,3.5,4510,16305,2.0,0,0,3,10,2820,1690,2003,0,98074,47.6346,-122.011,4330,18741,Northeast 27th Place,24600,NA,King County,Washington,NA
2773,7199340310,20150218T000000,509250.0,3,2.5,2100,7600,1.0,0,0,4,7,1450,650,1980,0,98052,47.6968,-122.127,2010,7600,160th Avenue Northeast,10818,NA,King County,Washington,NA
2774,8663260030,20141118T000000,416000.0,3,2.5,1800,5372,2.0,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,1650,6014,Northeast 133rd Place,12231,NA,King County,Washington,NA
2775,9315100030,20140515T000000,190000.0,3,1.0,1090,8520,1.0,0,0,3,7,1090,0,1967,0,98003,47.3364,-122.307,1190,8520,21st Avenue South,29611,NA,King County,Washington,NA
2776,2190601049,20150429T000000,212000.0,3,1.5,1010,10000,1.0,0,0,4,7,1010,0,1973,0,98003,47.2881,-122.294,2420,34637,South 349th Street,3009,NA,King County,Washington,Emery Woods
2777,9264930400,20141029T000000,325900.0,3,2.5,2040,9765,2.0,0,0,3,8,2040,0,1985,0,98023,47.309,-122.349,2350,10150,11th Avenue Southwest,32435,NA,King County,Washington,NA
2778,2490200055,20140801T000000,560000.0,3,3.5,2270,4088,2.0,0,0,3,8,1880,390,1996,0,98136,47.5356,-122.384,1760,5425,Southwest Webster Street,4003,Seattle,King County,Washington,High Point
2779,3830630140,20140924T000000,275000.0,3,2.5,1730,5799,2.0,0,0,4,7,1730,0,1987,0,98030,47.3499,-122.177,1710,6490,122nd Place Southeast,28057,NA,King County,Washington,NA
2780,6385260160,20150309T000000,665000.0,4,2.5,2480,15411,2.0,0,2,3,8,2480,0,1994,0,98059,47.5379,-122.16,2940,14679,Southeast 71st Court,13401,NA,King County,Washington,NA
2781,5701500030,20140601T000000,1505000.0,4,3.5,3480,7232,2.0,0,0,3,9,2580,900,1926,2010,98144,47.5859,-122.291,2380,5642,33rd Avenue South,1905,Seattle,King County,Washington,NA
2782,859000160,20141203T000000,375000.0,4,2.0,1720,2410,1.0,0,0,3,7,970,750,1930,2006,98106,47.5252,-122.361,1160,1404,Delridge Way Southwest,8643,Seattle,King County,Washington,Highland Park
2783,123039633,20140909T000000,359950.0,3,1.75,1570,6975,1.0,0,0,3,7,1040,530,1979,0,98126,47.5137,-122.37,1280,7813,30th Avenue Southwest,9928,Seattle,King County,Washington,High Point
2784,3601200465,20150123T000000,340000.0,4,2.75,3527,7200,2.0,0,0,3,7,3527,0,2005,0,98198,47.3823,-122.3,2490,7200,26th Place South,24425,NA,King County,Washington,Highline
2785,106000320,20141031T000000,401000.0,2,1.0,840,8100,1.0,0,0,4,7,840,0,1948,0,98177,47.7019,-122.366,1100,8220,8th Avenue Northwest,10012,Seattle,King County,Washington,NA
2786,7631200292,20140626T000000,669000.0,2,1.75,1950,10766,1.0,0,3,4,6,1160,790,1952,0,98166,47.4504,-122.377,1780,11721,Southwest 171st Street,3529,NA,King County,Washington,NA
2787,2526059046,20150429T000000,638500.0,4,2.5,1980,6568,2.0,0,0,3,8,1980,0,2004,0,98052,47.704,-122.101,2310,6496,Northeast 116th Street,18006,NA,King County,Washington,NA
2788,3416600111,20150323T000000,545000.0,2,1.5,1620,3760,2.0,0,0,5,7,1170,450,1924,0,98144,47.6012,-122.291,2130,4000,32nd Avenue South,112,Seattle,King County,Washington,NA
2789,3205500160,20141226T000000,524000.0,4,1.0,1980,7015,1.0,0,0,3,7,1260,720,1973,0,98034,47.7204,-122.18,1570,7626,120th Avenue Northeast,13310,NA,King County,Washington,NA
2790,824059331,20141108T000000,1610000.0,5,3.75,3530,13260,2.0,0,0,3,10,3530,0,2013,0,98040,47.5761,-122.205,3340,13260,Southeast 36th Street,10031,NA,King County,Washington,NA
2791,5347200060,20140909T000000,280000.0,2,1.0,1260,4800,1.0,0,0,3,6,1100,160,1947,0,98126,47.5196,-122.376,1260,2435,34th Avenue Southwest,9251,Seattle,King County,Washington,High Point
2792,9323610260,20140825T000000,828000.0,4,2.5,2120,10841,1.0,0,0,4,8,1500,620,1979,0,98006,47.556,-122.156,3130,10950,Southeast 52nd Place,13899,Bellevue,King County,Washington,NA
2793,8732160240,20141017T000000,223000.0,3,1.75,1360,10573,1.0,0,0,4,7,1360,0,1984,0,98023,47.2983,-122.374,1580,8280,Southwest 339th Street,3110,NA,King County,Washington,Twin Lakes
2794,9808640320,20150102T000000,1289000.0,4,3.5,3100,2261,2.0,0,2,3,9,2250,850,1981,0,98033,47.6512,-122.202,2660,2000,103rd Lane Northeast,4607,NA,King County,Washington,NA
2795,1326069050,20150504T000000,750000.0,2,2.0,2370,155130,1.0,0,0,3,7,2370,0,1970,0,98019,47.7388,-121.972,1860,14475,152nd Ct,NA,NA,King County,Washington,NA
2796,1454100267,20150417T000000,430000.0,2,1.0,1460,9207,1.0,0,0,3,7,1210,250,1947,0,98125,47.7195,-122.287,1500,6898,Northeast 125th Street,3730,Seattle,King County,Washington,NA
2797,5021900160,20140618T000000,711000.0,4,1.75,1980,10800,1.0,0,0,5,6,990,990,1948,0,98040,47.5768,-122.222,2180,10800,88th Avenue Southeast,3710,NA,King County,Washington,Fortuna
2798,818100030,20141204T000000,310000.0,4,2.5,1930,7014,2.0,0,0,3,8,1930,0,1994,0,98042,47.3921,-122.163,1990,7920,Southeast 235th Street,13254,NA,King County,Washington,NA
2799,393000045,20141226T000000,415000.0,5,1.75,3700,9140,1.0,0,0,3,8,1850,1850,1957,0,98178,47.5086,-122.258,2190,6720,61st Avenue South,10304,Seattle,King County,Washington,Rainier Beach
2800,8091411040,20140701T000000,274900.0,4,2.5,1970,6600,2.0,0,0,3,7,1970,0,1987,0,98030,47.3491,-122.168,1970,7682,130th Avenue Southeast,28206,NA,King County,Washington,NA
2801,5561200310,20140609T000000,525000.0,3,3.0,2470,36445,2.0,0,0,4,8,2470,0,1980,0,98027,47.4661,-121.997,2310,35350,Southeast 152nd Street,25616,NA,King County,Washington,NA
2802,3204500340,20141219T000000,179500.0,3,1.0,1180,32214,1.0,0,0,3,7,1180,0,1952,0,98092,47.3313,-122.198,2300,13714,107th Place Southeast,30048,NA,King County,Washington,NA
2803,9222400935,20140523T000000,478000.0,3,1.0,1280,2580,1.5,0,0,3,8,1280,0,1910,2014,98115,47.6727,-122.32,1410,3150,Northeast Ravenna Boulevard,817,Seattle,King County,Washington,NA
2804,1796350570,20140521T000000,195000.0,3,1.75,1380,7350,1.0,0,0,3,7,990,390,1981,0,98042,47.369,-122.093,1660,8400,Southeast 259th Place,18542,NA,King County,Washington,Covington Woods
2805,2473450200,20150305T000000,385000.0,4,3.0,2740,10925,1.0,0,0,3,8,1670,1070,1980,0,98058,47.4538,-122.125,2330,9940,Southeat 166th Court,16206,NA,King County,Washington,Fairwood Greens
2806,1387300570,20141201T000000,401000.0,3,2.75,2020,9505,1.0,0,0,3,7,1260,760,1969,0,98011,47.7399,-122.197,2080,11901,Northeast 154th Place,10652,NA,King County,Washington,NA
2807,8857640860,20140926T000000,522000.0,4,2.5,2835,6598,2.0,0,0,3,8,2835,0,2002,0,98038,47.3878,-122.034,2770,6969,230th Place Southeast,23902,NA,King County,Washington,Valley Meadows at Maple Valley
2808,5415000240,20150224T000000,330000.0,4,1.75,1520,14417,1.0,0,0,4,7,1520,0,1968,0,98065,47.526,-121.809,1600,10716,Mountain Avenue Southeast,8296,NA,King County,Washington,Meadowbrook
2809,2591760070,20140603T000000,503000.0,3,2.5,2190,4882,2.0,0,0,3,9,2190,0,1999,0,98155,47.7641,-122.306,2190,7055,22nd Place Northeast,18613,NA,King County,Washington,NA
2810,4131500140,20150212T000000,175000.0,5,1.75,1680,8400,1.0,0,0,4,7,1680,0,1979,0,98003,47.3035,-122.307,1800,8550,South 332nd Street,2015,NA,King County,Washington,NA
2811,7203220370,20150320T000000,963990.0,4,3.5,3915,6364,2.0,0,0,3,9,3915,0,2014,0,98053,47.6844,-122.016,3830,6507,242nd Way Northeast,9657,NA,King County,Washington,NA
2812,1651500060,20140929T000000,845000.0,5,2.0,1720,9972,1.0,0,0,4,8,1720,0,1951,0,98004,47.6368,-122.218,2700,9023,92nd Place Northeast,2811,NA,King County,Washington,NA
2813,7883600700,20150122T000000,157500.0,2,1.0,670,4500,1.0,0,0,3,5,670,0,1905,0,98108,47.5271,-122.326,1210,4500,South Sullivan Street,551 1/2,Seattle,King County,Washington,South Park
2814,567000755,20141205T000000,450000.0,2,3.0,1790,1709,2.0,0,0,3,7,1400,390,2001,0,98144,47.5926,-122.296,1460,1462,Bradner Place South,1154,Seattle,King County,Washington,NA
2815,9294300615,20140918T000000,925000.0,4,1.75,2440,11793,1.0,0,4,3,8,1420,1020,1950,0,98115,47.6807,-122.267,2500,8028,57th Avenue Northeast,7208,Seattle,King County,Washington,Sand Point
2816,3213200215,20150105T000000,600000.0,2,1.0,920,5029,1.0,0,0,4,7,920,0,1938,0,98115,47.6726,-122.265,1230,5029,Northeast 61st Street,5725,Seattle,King County,Washington,Windermere
2817,9136101776,20140918T000000,709000.0,4,1.0,1680,4087,1.5,0,0,3,7,1680,0,1911,0,98103,47.6667,-122.337,1740,3745,North 52nd Street,1634,Seattle,King County,Washington,Meridian
2818,5035300850,20141110T000000,1385000.0,5,3.75,3290,6480,2.0,0,0,5,10,2190,1100,1938,0,98199,47.653,-122.415,2010,7639,45th Avenue West,3603,Seattle,King County,Washington,NA
2819,3668001080,20140911T000000,248000.0,3,2.5,2120,6840,1.0,0,0,3,7,1220,900,1984,0,98092,47.278,-122.145,1820,8200,35th Way Southeast,6309,NA,King County,Washington,NA
2820,5540800100,20150511T000000,245000.0,3,1.0,910,6630,1.0,0,0,4,6,910,0,1912,0,98103,47.6947,-122.346,950,5100,North 91st Street,927,Seattle,King County,Washington,Licton Springs
2821,3679401110,20140530T000000,332000.0,2,1.0,1000,4776,1.0,0,0,4,6,1000,0,1942,0,98108,47.5619,-122.315,1500,4800,14th Avenue South,4553,Seattle,King County,Washington,South Seattle
2822,7852130100,20150313T000000,459950.0,3,2.5,2340,4273,2.0,0,0,3,7,2340,0,2002,0,98065,47.5362,-121.878,2400,4624,Cranberry Court Southeast,7202,NA,King County,Washington,NA
2823,9828200147,20150410T000000,425000.0,3,2.0,1180,1800,2.0,0,2,3,8,1180,0,1994,0,98122,47.6168,-122.301,1500,1948,24th Avenue,1710,Seattle,King County,Washington,NA
2824,826069085,20140903T000000,460000.0,3,2.25,2080,50965,1.0,0,0,3,8,1590,490,1979,0,98077,47.7506,-122.063,2270,51836,Northeast 169th Place,20549,NA,King County,Washington,NA
2825,6383900090,20140904T000000,838300.0,6,2.5,3760,12978,1.0,0,0,3,9,2360,1400,1967,0,98117,47.6976,-122.381,2300,7362,20th Avenue Northwest,9266,Seattle,King County,Washington,NA
2826,8100000090,20141111T000000,256000.0,3,2.5,1480,7200,2.0,0,0,5,7,1480,0,1995,0,98010,47.3126,-122.023,1350,7200,Sunny Lane,32214,NA,King County,Washington,NA
2827,7805450750,20150120T000000,864000.0,3,2.75,3060,13554,2.0,0,0,3,10,3060,0,1984,0,98006,47.5609,-122.106,3060,11455,174th Court Southeast,4638,Bellevue,King County,Washington,NA
2828,148000705,20150305T000000,900000.0,4,3.5,3070,4440,2.0,0,0,3,9,2030,1040,1922,2007,98116,47.5732,-122.411,1780,4800,61st Avenue Southwest,3433,Seattle,King County,Washington,Alki
2829,1432400490,20150401T000000,145600.0,3,1.0,1170,7560,1.0,0,0,3,6,1170,0,1958,0,98058,47.4514,-122.178,1170,7560,122nd Avenue Southeast,16836,NA,King County,Washington,NA
2830,7974200820,20140821T000000,865000.0,5,3.0,2900,6730,1.0,0,0,5,8,1830,1070,1977,0,98115,47.6784,-122.285,2370,6283,40th Avenue Northeast,6825,Seattle,King County,Washington,NA
2831,8731951130,20140609T000000,250250.0,3,2.25,2210,8000,2.0,0,0,4,8,2210,0,1969,0,98023,47.3085,-122.381,1990,8000,Southwest 328th Street,3652,NA,King County,Washington,Twin Lakes
2832,7227801955,20140919T000000,162000.0,4,2.0,1440,7641,1.0,0,0,4,5,1440,0,1943,0,98056,47.508,-122.183,1440,7750,Harrington Avenue Northeast,1730,NA,King County,Washington,NA
2833,3558910490,20140731T000000,450000.0,4,1.75,1980,7350,1.0,0,0,3,7,1430,550,1973,0,98034,47.7088,-122.202,1870,7920,105th Avenue Northeast,12117,NA,King County,Washington,NA
2834,324059112,20150325T000000,675500.0,4,2.75,2060,21344,1.0,0,0,2,8,1460,600,1978,0,98005,47.5934,-122.154,2060,16088,Southeast 18th Street,NA,Bellevue,King County,Washington,NA
2835,2710600025,20141103T000000,697000.0,3,2.25,2420,5304,1.5,0,0,5,7,1640,780,1947,0,98115,47.6765,-122.285,1560,5304,40th Avenue Northeast,6523,Seattle,King County,Washington,NA
2836,7582700100,20141111T000000,1324050.0,3,3.25,3440,4080,2.0,0,0,3,9,2560,880,2005,0,98105,47.6644,-122.28,3110,4080,44th Avenue Northeast,4744,Seattle,King County,Washington,Laurelhurst
2837,3882300100,20141201T000000,490000.0,3,1.75,1600,16510,1.0,0,0,3,8,1600,0,1984,0,98052,47.6601,-122.135,1510,10407,WA 520,NA,NA,King County,Washington,NA
2838,3735900590,20141021T000000,590000.0,3,2.25,2210,5742,1.0,0,0,3,8,1460,750,1951,0,98115,47.6891,-122.318,1900,4590,Northeast 83rd Street,852,Seattle,King County,Washington,NA
2839,5153200356,20150512T000000,280000.0,4,1.75,2250,16000,1.0,0,0,3,8,1450,800,1957,0,98023,47.3303,-122.351,1930,16000,12th Avenue Southwest,30159,NA,King County,Washington,Marine View Demarwood
2840,7625702350,20140523T000000,515000.0,2,1.0,1680,6500,1.0,0,0,4,7,1140,540,1941,0,98136,47.55,-122.388,1610,6500,44th Avenue Southwest,5900,Seattle,King County,Washington,Morgan Junction
2841,2755200090,20140714T000000,576000.0,3,1.0,1140,5395,1.0,0,0,4,7,1010,130,1909,0,98115,47.6782,-122.306,1700,5376,20th Avenue Northeast,6814,Seattle,King County,Washington,Ravenna
2842,626059317,20141120T000000,375000.0,3,1.75,1430,10574,2.0,0,0,3,7,1430,0,1981,0,98011,47.7668,-122.218,1900,10450,92nd Avenue Northeast,19043,NA,King County,Washington,NA
2843,7199360090,20150320T000000,478000.0,3,1.0,1440,7107,1.0,0,0,4,7,1000,440,1980,0,98052,47.6968,-122.124,1540,7140,Northeast 107th Court,16118,NA,King County,Washington,NA
2844,8651443480,20150128T000000,282000.0,3,1.0,1670,5200,1.0,0,0,5,7,1030,640,1977,0,98042,47.3659,-122.092,1620,6696,187th Court Southeast,26302,NA,King County,Washington,Covington Woods
2845,9359100750,20141031T000000,1400000.0,4,4.5,3080,10550,2.0,0,3,3,8,1940,1140,1976,2007,98040,47.5806,-122.244,2780,10550,Southeast 34th Street,7084,NA,King County,Washington,NA
2846,5561400740,20150210T000000,593500.0,5,3.25,4300,50405,2.0,0,0,3,8,3220,1080,1972,0,98027,47.4615,-122.0,2680,41684,Southeast Mirrormont Boulevard,25516,NA,King County,Washington,Mirrormont
2847,1723099031,20141020T000000,724950.0,4,3.5,3010,174240,2.0,0,0,3,9,3010,0,2004,0,98045,47.4775,-121.691,2720,247856,486th Avenue Southeast,NA,NA,King County,Washington,NA
2848,7236500025,20140829T000000,306000.0,3,1.75,1560,7500,1.0,0,0,4,8,1560,0,1966,0,98056,47.489,-122.18,1600,7904,Index Place Northeast,408,NA,King County,Washington,Liberty Ridge
2849,2473411080,20140609T000000,341000.0,4,1.75,1920,7665,1.0,0,0,4,8,1500,420,1975,0,98058,47.4476,-122.128,2100,7344,Southeast 173rd Street,16016,NA,King County,Washington,Fairwood Greens
2850,1773101335,20141103T000000,399950.0,3,2.5,1400,4400,1.0,0,0,3,7,1400,0,1930,2014,98106,47.553,-122.365,1060,4400,26th Avenue Southwest,5424,Seattle,King County,Washington,Youngstown
2851,9126100850,20141120T000000,534000.0,5,2.0,2280,3600,2.0,0,0,3,7,2280,0,1992,0,98122,47.6056,-122.305,1740,1800,21st Avenue,NA,Seattle,King County,Washington,NA
2852,7202331220,20140721T000000,635000.0,6,2.5,3880,5700,2.0,0,0,3,7,3880,0,2003,0,98053,47.6816,-122.038,2620,5070,225th Way Northeast,22559,NA,King County,Washington,NA
2853,5511600245,20150324T000000,350000.0,2,1.0,1350,3880,1.0,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344,1670,3920,Aurora Avenue North,7610,Seattle,King County,Washington,NA
2854,1344300090,20150217T000000,856000.0,3,1.5,1480,2700,1.5,0,0,3,7,1480,0,1928,0,98112,47.623,-122.304,1970,4200,22nd Avenue East,355,Seattle,King County,Washington,NA
2855,9828702812,20140923T000000,582000.0,4,3.0,1670,1189,3.0,0,0,3,8,1427,243,2000,0,98122,47.6182,-122.302,1700,1401,23rd Avenue,1814,Seattle,King County,Washington,NA
2856,3825310820,20140729T000000,799000.0,4,2.5,3400,6742,2.0,0,0,3,9,3400,0,2004,0,98052,47.7067,-122.129,2970,6909,158th Avenue Northeast,11859,NA,King County,Washington,NA
2857,7852040110,20140908T000000,423700.0,3,2.5,2070,3986,2.0,0,0,3,8,2070,0,1999,0,98065,47.5348,-121.877,2090,3986,Thompson Avenue Southeast,7372,NA,King County,Washington,NA
2858,6752500090,20150127T000000,1835000.0,4,3.5,4870,39190,2.0,0,0,3,12,4870,0,1995,0,98006,47.5447,-122.124,5000,33880,163rd Place Southeast,NA,Bellevue,King County,Washington,NA
2859,3222079162,20140813T000000,322000.0,3,2.0,1760,43575,1.0,0,0,3,7,1160,600,1988,0,98010,47.3565,-121.94,1760,46038,Southeast 273rd Place,30305,NA,King County,Washington,NA
2860,1025069192,20141105T000000,929000.0,4,3.25,4030,57499,2.0,0,0,3,9,4030,0,2002,0,98053,47.6617,-122.026,3470,57499,Northeast 61st Street,23508,NA,King County,Washington,NA
2861,5101404608,20141201T000000,443000.0,2,1.0,1130,5413,1.0,0,0,3,7,880,250,1939,0,98115,47.6971,-122.315,1250,5413,12th Avenue Northeast,9407,Seattle,King County,Washington,NA
2862,9477100490,20150424T000000,441500.0,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,111th Avenue Northeast,14141,NA,King County,Washington,NA
2863,324069015,20140708T000000,875000.0,4,3.5,3110,108464,2.0,0,2,4,8,3110,0,1979,0,98075,47.592,-122.018,2340,4938,Southeast 18th Place,24001,NA,King County,Washington,NA
2864,4114601570,20141118T000000,3600000.0,3,3.25,5020,12431,2.0,1,4,3,10,3420,1600,1941,2002,98144,47.5925,-122.287,3680,12620,Lakeside Avenue South,1134,Seattle,King County,Washington,NA
2865,7920100025,20150427T000000,450000.0,2,1.0,740,5100,1.0,0,0,4,7,740,0,1947,0,98115,47.6787,-122.301,920,5100,25th Avenue Northeast,6837,Seattle,King County,Washington,Ravenna
2866,3275730110,20140908T000000,425000.0,3,2.25,1630,10500,1.0,0,0,3,7,1100,530,1974,0,98034,47.7176,-122.236,1640,9794,79th Place Northeast,13005,NA,King County,Washington,NA
2867,7504030090,20140601T000000,660000.0,4,1.75,2780,9900,2.0,0,0,4,10,2780,0,1978,0,98074,47.6348,-122.06,2600,12000,Northeast 26th Place,20898,NA,King County,Washington,NA
2868,8813400405,20140616T000000,763101.0,3,1.75,1990,5560,1.0,0,0,4,7,1100,890,1939,0,98105,47.664,-122.287,1460,3706,38th Avenue Northeast,4814,Seattle,King County,Washington,NA
2869,1313300300,20150407T000000,499000.0,4,2.75,2250,14149,2.0,0,0,3,9,2250,0,1992,0,98019,47.7353,-121.962,2450,14027,Northeast 150th Street,NA,NA,King County,Washington,NA
2870,8121610110,20150303T000000,521000.0,3,1.75,1720,37363,1.0,0,0,4,8,1350,370,1974,0,98053,47.6608,-122.035,2740,40635,Northeast 61st Street,22821,NA,King County,Washington,NA
2871,1820069019,20140529T000000,302000.0,2,1.0,900,423838,1.0,0,2,5,6,900,0,1925,0,98022,47.228,-122.088,1810,94960,Southeast 416th Street,19003,NA,King County,Washington,NA
2872,9406450090,20150408T000000,293000.0,4,2.25,2360,6260,2.0,0,0,3,7,2360,0,1998,0,98038,47.3882,-122.053,2144,6773,216th Place Southeast,23817,NA,King County,Washington,NA
2873,2619950490,20140712T000000,335000.0,3,2.25,1530,4580,2.0,0,0,3,7,1530,0,2011,0,98019,47.7342,-121.968,2110,4094,Northeast 146th Way,27710,NA,King County,Washington,NA
2874,1646500785,20141215T000000,499000.0,2,1.0,1450,3090,2.0,0,0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,1450,4635,North 78th Street,143,Seattle,King County,Washington,NA
2875,1868901690,20150505T000000,600000.0,3,1.75,2040,5000,1.5,0,0,3,7,1780,260,1924,0,98115,47.6756,-122.299,1690,5000,Northeast 65th Street,2611,Seattle,King County,Washington,Ravenna
2876,9542400025,20140916T000000,720000.0,4,1.75,2620,11041,1.5,0,0,4,9,2620,0,1962,0,98005,47.5975,-122.174,2230,11041,Southeast 19th Street,NA,Bellevue,King County,Washington,Woodridge
2877,2781270090,20150225T000000,195000.0,2,2.0,1180,2553,2.0,0,0,3,6,1180,0,2005,0,98038,47.3501,-122.02,1310,2687,241st Avenue Southeast,28110,NA,King County,Washington,Glacier Trails
2878,1665400165,20140507T000000,249000.0,3,1.0,1110,8423,1.0,0,0,3,7,1110,0,1952,0,98166,47.4718,-122.342,1140,9083,6th Avenue Southwest,14613,NA,King County,Washington,Sunnydale
2879,1326069191,20150202T000000,334000.0,3,2.25,1840,9781,2.0,0,0,3,7,1840,0,1989,0,98019,47.7347,-121.976,1490,10101,Northeast Kennedy Drive,27199,NA,King County,Washington,NA
2880,381000110,20141107T000000,599950.0,4,1.75,2720,7810,1.0,0,0,3,8,1510,1210,1952,0,98115,47.6788,-122.283,2120,7315,42nd Avenue Northeast,6840,Seattle,King County,Washington,Hawthorne Hills
2881,3530530110,20150217T000000,149900.0,2,1.75,1090,1950,1.0,0,0,4,8,1090,0,1982,0,98198,47.3782,-122.319,1360,3426,South 249th Place,1108,NA,King County,Washington,Zenith
2882,5210200107,20141125T000000,700000.0,4,1.75,1730,6500,1.0,0,0,3,7,1250,480,1945,0,98115,47.6982,-122.282,1910,8100,44th Avenue Northeast,9521,Seattle,King County,Washington,NA
2883,1574100025,20140807T000000,525000.0,4,1.5,1170,6240,1.0,0,0,4,6,1170,0,1960,0,98040,47.5495,-122.232,2380,8846,Southeast 60th Street,8021,NA,King County,Washington,NA
2884,2523069192,20140708T000000,1049000.0,4,3.75,4740,126759,2.0,0,0,4,10,4740,0,1991,0,98027,47.4449,-121.979,3060,118047,Southeast 175th Place,27124,NA,King County,Washington,NA
2885,6706600090,20140508T000000,402000.0,3,2.5,1960,8000,1.0,0,0,4,7,1290,670,1977,0,98034,47.7249,-122.178,1960,8000,Northeast 139th Place,12207,NA,King County,Washington,NA
2886,1994200031,20140620T000000,450000.0,3,2.0,1430,3480,1.0,0,0,3,7,980,450,1947,0,98103,47.6874,-122.336,1450,4650,Wallingford Avenue North,8012,Seattle,King County,Washington,Licton Springs
2887,2523069156,20141203T000000,520000.0,3,2.25,2510,43995,2.0,0,0,3,8,2510,0,1981,0,98027,47.4545,-121.988,2470,48351,266th Avenue Southeast,16417,NA,King County,Washington,NA
2888,5029450850,20141204T000000,205000.0,3,1.75,1420,6980,1.0,0,0,5,7,820,600,1980,0,98023,47.2873,-122.367,1470,7319,Southwest 351st Street,2627,NA,King County,Washington,NA
2889,2723069147,20140902T000000,635000.0,3,2.25,2680,175982,1.0,0,0,3,9,2680,0,2004,0,98038,47.4487,-122.033,3170,215186,234th Way Southeast,17015,NA,King County,Washington,Cedargrove Estates
2890,3750605349,20150304T000000,210500.0,3,1.0,1220,9600,1.0,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.282,1310,9600,42nd Avenue South,37820,NA,King County,Washington,Jovita
2891,9285800735,20140812T000000,406650.0,2,1.0,1070,6100,1.0,0,0,3,6,1070,0,1940,0,98126,47.5698,-122.377,1770,5695,36th Avenue Southwest,3806,Seattle,King County,Washington,NA
2892,7574000100,20150408T000000,350000.0,3,1.75,1580,19998,1.0,0,0,4,7,1580,0,1968,0,98010,47.3299,-122.046,1860,19998,Southeast 304th Street,22224,NA,King County,Washington,NA
2893,9212900100,20150423T000000,425000.0,4,1.75,1820,6000,1.0,0,0,3,7,930,890,1942,0,98115,47.6872,-122.296,1590,6000,30th Avenue Northeast,8017,Seattle,King County,Washington,Wedgwood
2894,8651611130,20140605T000000,798000.0,3,3.5,3590,6402,2.0,0,0,3,10,3590,0,1999,0,98074,47.6336,-122.063,3230,7305,Northeast 27th Place,20599,NA,King County,Washington,NA
