,dormitory_type,condition_type,house_age
3684,house,regular,new_house
3685,house,regular,new_house
3686,house,good,new_house
3687,house,regular,new_house
3688,house,regular,new_house
3689,house,regular,new_house
3690,house,regular,new_house
3691,house,regular,new_house
3692,house,regular,new_house
3693,house,regular,new_house
3694,house,regular,new_house
3695,house,regular,new_house
3696,house,regular,new_house
3697,house,good,new_house
3698,house,good,new_house
3699,house,regular,new_house
3700,house,regular,new_house
3701,house,regular,new_house
3702,house,regular,new_house
3703,house,regular,new_house
3704,house,regular,new_house
3705,apartament,regular,new_house
3706,house,regular,new_house
3707,house,regular,new_house
3708,house,regular,new_house
3709,house,regular,new_house
3710,house,regular,new_house
3711,house,regular,new_house
3712,house,regular,new_house
3713,house,regular,new_house
3714,house,regular,new_house
3715,house,regular,new_house
3716,apartament,regular,new_house
3717,apartament,bad,new_house
3718,house,good,new_house
3719,house,regular,new_house
3720,house,good,new_house
3721,house,regular,new_house
3722,house,regular,new_house
3723,house,regular,new_house
3724,house,regular,new_house
3725,house,regular,new_house
3726,house,regular,new_house
3727,house,regular,new_house
3728,apartament,regular,new_house
3729,house,regular,new_house
3730,house,regular,new_house
3731,house,regular,new_house
3732,house,regular,new_house
3733,house,regular,new_house
3734,house,regular,new_house
3735,house,good,new_house
3736,house,regular,new_house
3737,apartament,good,new_house
3738,house,regular,new_house
3739,house,regular,new_house
3740,apartament,regular,new_house
3741,house,regular,new_house
3742,house,good,new_house
3743,house,regular,new_house
3744,house,regular,new_house
3745,house,regular,new_house
3746,house,good,new_house
3747,house,regular,new_house
3748,house,regular,new_house
3749,house,regular,new_house
3750,house,regular,new_house
3751,house,regular,new_house
3752,house,regular,new_house
3753,apartament,good,new_house
3754,house,regular,new_house
3755,house,regular,new_house
3756,house,regular,new_house
3757,house,regular,new_house
3758,house,regular,new_house
3759,house,regular,new_house
3760,house,regular,new_house
3761,house,regular,new_house
3762,house,regular,new_house
3763,house,regular,new_house
3764,house,regular,new_house
3765,house,regular,new_house
3766,house,regular,new_house
3767,apartament,regular,new_house
3768,apartament,regular,new_house
3769,house,regular,new_house
3770,house,regular,new_house
3771,house,regular,new_house
3772,house,regular,new_house
3773,house,regular,new_house
3774,house,good,new_house
3775,house,regular,new_house
3776,house,regular,new_house
3777,house,regular,new_house
3778,house,good,new_house
3779,house,regular,new_house
3780,house,regular,new_house
3781,house,regular,new_house
3782,house,regular,new_house
3783,house,regular,new_house
3784,house,regular,new_house
3785,house,regular,new_house
3786,house,regular,new_house
3787,house,regular,new_house
3788,house,regular,new_house
3789,house,regular,new_house
3790,house,good,new_house
3791,house,regular,new_house
3792,house,regular,new_house
3793,house,regular,new_house
3794,house,regular,new_house
3795,house,regular,new_house
3796,apartament,regular,new_house
3797,house,regular,new_house
3798,house,regular,new_house
3799,house,good,new_house
3800,apartament,regular,new_house
3801,house,regular,new_house
3802,house,regular,new_house
3803,house,regular,new_house
3804,house,regular,new_house
3805,studio,regular,new_house
3806,house,good,new_house
3807,house,regular,new_house
3808,apartament,regular,new_house
3809,house,regular,new_house
3810,house,good,new_house
3811,house,regular,new_house
3812,house,regular,new_house
3813,house,regular,new_house
3814,house,regular,new_house
3815,house,regular,new_house
3816,apartament,regular,new_house
3817,apartament,regular,new_house
3818,house,regular,new_house
3819,apartament,regular,new_house
3820,house,regular,new_house
3821,house,good,new_house
3822,house,regular,new_house
3823,house,regular,new_house
3824,house,regular,new_house
3825,house,regular,new_house
3826,house,regular,new_house
3827,apartament,regular,new_house
3828,house,regular,new_house
3829,apartament,good,new_house
3830,house,regular,new_house
3831,house,regular,new_house
3832,house,good,new_house
3833,house,regular,new_house
3834,apartament,regular,new_house
3835,house,regular,new_house
3836,house,good,new_house
3837,studio,regular,new_house
3838,apartament,regular,new_house
3839,apartament,regular,new_house
3840,apartament,regular,new_house
3841,house,regular,new_house
3842,house,regular,new_house
3843,house,regular,new_house
3844,house,regular,new_house
3845,house,regular,new_house
3846,house,regular,new_house
3847,house,regular,new_house
3848,house,regular,new_house
3849,house,regular,new_house
3850,house,regular,new_house
3851,house,regular,new_house
3852,house,regular,new_house
3853,house,regular,new_house
3854,house,regular,new_house
3855,house,regular,new_house
3856,house,regular,new_house
3857,house,regular,new_house
3858,house,regular,new_house
3859,house,regular,new_house
3860,house,regular,new_house
3861,house,regular,new_house
3862,house,regular,new_house
3863,house,regular,new_house
3864,house,regular,new_house
3865,house,good,new_house
3866,house,regular,new_house
3867,house,regular,new_house
3868,house,good,new_house
3869,house,regular,new_house
3870,house,regular,new_house
3871,house,regular,new_house
3872,house,regular,new_house
3873,house,regular,new_house
3874,studio,regular,new_house
3875,house,good,new_house
3876,house,regular,new_house
3877,house,regular,new_house
3878,house,regular,new_house
3879,house,regular,new_house
3880,house,bad,new_house
3881,house,regular,new_house
3882,house,regular,new_house
3883,house,regular,new_house
3884,house,regular,new_house
3885,apartament,regular,new_house
3886,house,regular,new_house
3887,house,regular,new_house
3888,house,regular,new_house
3889,house,regular,new_house
3890,apartament,regular,new_house
3891,house,regular,new_house
3892,house,regular,new_house
3893,house,regular,new_house
3894,house,regular,new_house
3895,apartament,regular,new_house
3896,house,regular,new_house
3897,house,good,new_house
3898,house,regular,new_house
3899,house,regular,new_house
3900,apartament,regular,new_house
3901,house,regular,new_house
3902,house,regular,new_house
3903,house,regular,new_house
3904,house,regular,new_house
3905,house,regular,new_house
3906,house,regular,new_house
3907,apartament,good,new_house
3908,house,regular,new_house
3909,house,regular,new_house
3910,house,regular,new_house
3911,house,regular,new_house
3912,house,good,new_house
3913,house,regular,new_house
3914,house,regular,new_house
3915,house,regular,new_house
3916,house,regular,new_house
3917,house,regular,new_house
3918,house,regular,new_house
3919,apartament,regular,new_house
3920,apartament,regular,new_house
3921,house,regular,new_house
3922,apartament,regular,new_house
3923,house,regular,new_house
3924,house,good,new_house
3925,house,regular,new_house
3926,house,regular,new_house
3927,house,regular,new_house
3928,house,regular,new_house
3929,house,regular,new_house
3930,house,regular,new_house
3931,house,regular,new_house
3932,house,regular,new_house
3933,house,regular,new_house
3934,house,regular,new_house
3935,house,regular,new_house
3936,house,regular,new_house
3937,house,regular,new_house
3938,apartament,regular,new_house
3939,apartament,regular,new_house
3940,house,regular,new_house
3941,house,regular,new_house
3942,house,regular,new_house
3943,house,regular,new_house
3944,house,regular,new_house
3945,house,regular,new_house
3946,house,regular,new_house
3947,house,regular,new_house
3948,house,regular,new_house
3949,house,regular,new_house
3950,house,regular,new_house
3951,house,regular,new_house
3952,house,regular,new_house
3953,house,regular,new_house
3954,house,regular,new_house
3955,house,regular,new_house
3956,house,regular,new_house
3957,house,regular,new_house
3958,house,regular,new_house
3959,house,regular,new_house
3960,apartament,regular,new_house
3961,house,good,new_house
3962,house,regular,new_house
3963,house,regular,new_house
3964,house,regular,new_house
3965,house,good,new_house
3966,house,bad,new_house
3967,house,regular,new_house
3968,apartament,regular,new_house
3969,house,regular,new_house
3970,apartament,regular,new_house
3971,house,regular,new_house
3972,house,regular,new_house
3973,house,regular,new_house
3974,house,regular,new_house
3975,apartament,NA,new_house
3976,house,regular,new_house
3977,house,good,new_house
3978,house,regular,new_house
3979,house,regular,new_house
3980,house,regular,new_house
3981,house,regular,new_house
3982,house,regular,new_house
3983,house,regular,new_house
3984,studio,regular,new_house
3985,house,regular,new_house
3986,house,regular,new_house
3987,studio,regular,new_house
3988,house,regular,new_house
3989,house,regular,new_house
3990,house,regular,new_house
3991,house,regular,new_house
3992,house,regular,new_house
3993,house,regular,new_house
3994,house,regular,new_house
3995,house,regular,new_house
3996,house,regular,new_house
3997,house,good,new_house
3998,house,regular,new_house
3999,house,regular,new_house
4000,apartament,regular,new_house
4001,house,regular,new_house
4002,house,regular,new_house
4003,house,regular,new_house
4004,house,regular,new_house
4005,house,regular,new_house
4006,house,regular,new_house
4007,apartament,regular,new_house
4008,house,regular,new_house
4009,apartament,regular,new_house
4010,house,regular,new_house
4011,house,regular,new_house
4012,house,regular,new_house
4013,house,regular,new_house
4014,house,regular,new_house
4015,house,regular,new_house
4016,house,good,new_house
4017,house,regular,new_house
4018,house,regular,new_house
4019,house,regular,new_house
4020,apartament,regular,new_house
4021,house,regular,new_house
4022,house,regular,new_house
4023,house,regular,new_house
4024,house,regular,new_house
4025,house,regular,new_house
4026,house,regular,new_house
4027,house,good,new_house
4028,house,regular,new_house
4029,apartament,regular,new_house
4030,house,regular,new_house
4031,house,regular,new_house
4032,house,regular,new_house
4033,house,regular,new_house
4034,house,regular,new_house
4035,house,regular,new_house
4036,house,regular,new_house
4037,house,regular,new_house
4038,house,regular,new_house
4039,house,regular,new_house
4040,house,regular,new_house
4041,house,regular,new_house
4042,house,regular,new_house
4043,house,regular,new_house
4044,house,good,new_house
4045,house,good,new_house
4046,house,regular,new_house
4047,house,regular,new_house
4048,house,regular,new_house
4049,house,good,new_house
4050,house,regular,new_house
4051,house,regular,new_house
4052,house,regular,new_house
4053,apartament,bad,new_house
4054,house,regular,new_house
4055,apartament,regular,new_house
4056,apartament,regular,new_house
4057,house,regular,new_house
4058,house,regular,new_house
4059,house,regular,new_house
4060,house,regular,new_house
4061,house,regular,new_house
4062,house,regular,new_house
4063,house,regular,new_house
4064,house,regular,new_house
4065,house,regular,new_house
4066,house,good,new_house
4067,house,regular,new_house
4068,house,regular,new_house
4069,house,regular,new_house
4070,house,regular,new_house
4071,house,regular,new_house
4072,house,regular,new_house
4073,house,regular,new_house
4074,house,regular,new_house
4075,house,regular,new_house
4076,house,regular,new_house
4077,house,regular,new_house
4078,house,regular,new_house
4079,house,regular,new_house
4080,house,regular,new_house
4081,house,regular,new_house
4082,house,regular,new_house
4083,house,regular,new_house
4084,house,regular,new_house
4085,house,bad,new_house
4086,house,regular,new_house
4087,apartament,regular,new_house
4088,house,regular,new_house
4089,studio,regular,new_house
4090,apartament,regular,new_house
4091,house,regular,new_house
4092,house,regular,new_house
4093,house,regular,new_house
4094,house,regular,new_house
4095,house,regular,new_house
4096,house,regular,new_house
4097,house,regular,new_house
4098,house,regular,new_house
4099,house,regular,new_house
4100,house,regular,new_house
4101,house,regular,new_house
4102,house,bad,new_house
4103,house,regular,new_house
4104,house,regular,new_house
4105,apartament,regular,new_house
4106,house,regular,new_house
4107,house,good,new_house
4108,house,regular,new_house
4109,house,regular,new_house
4110,house,regular,new_house
4111,house,regular,new_house
4112,house,regular,new_house
4113,house,regular,new_house
4114,house,regular,new_house
4115,house,good,new_house
4116,house,regular,new_house
4117,house,regular,new_house
4118,house,regular,new_house
4119,house,regular,new_house
4120,house,regular,new_house
4121,house,regular,new_house
4122,apartament,regular,new_house
4123,house,regular,new_house
4124,house,regular,new_house
4125,house,regular,new_house
4126,house,regular,new_house
4127,house,regular,new_house
4128,house,regular,new_house
4129,house,regular,new_house
4130,house,regular,new_house
4131,house,regular,new_house
4132,house,regular,new_house
4133,house,regular,new_house
4134,house,good,new_house
4135,house,regular,new_house
4136,house,regular,new_house
4137,house,regular,new_house
4138,house,regular,new_house
4139,house,good,new_house
4140,house,good,new_house
4141,house,regular,new_house
4142,house,regular,new_house
4143,house,regular,new_house
4144,house,regular,new_house
4145,house,regular,new_house
4146,studio,regular,new_house
4147,house,regular,new_house
4148,apartament,regular,new_house
4149,house,regular,new_house
4150,apartament,regular,new_house
4151,house,regular,new_house
4152,house,good,new_house
4153,house,regular,new_house
4154,house,regular,new_house
4155,house,regular,new_house
4156,house,regular,new_house
4157,house,regular,new_house
4158,house,regular,new_house
4159,house,regular,new_house
4160,apartament,regular,new_house
4161,house,regular,new_house
4162,house,regular,new_house
4163,house,regular,new_house
4164,house,regular,new_house
4165,house,regular,new_house
4166,house,regular,new_house
4167,house,regular,new_house
4168,house,regular,new_house
4169,apartament,regular,new_house
4170,house,regular,new_house
4171,house,regular,new_house
4172,house,regular,new_house
4173,house,regular,new_house
4174,house,regular,new_house
4175,house,regular,new_house
4176,house,regular,new_house
4177,apartament,regular,new_house
4178,house,regular,new_house
4179,house,regular,new_house
4180,house,regular,new_house
4181,apartament,regular,new_house
4182,house,good,new_house
4183,house,regular,new_house
4184,house,regular,new_house
4185,house,regular,new_house
4186,house,regular,new_house
4187,house,regular,new_house
4188,house,regular,new_house
4189,house,regular,new_house
4190,house,regular,new_house
4191,house,regular,new_house
4192,house,good,new_house
4193,house,regular,new_house
4194,house,regular,new_house
4195,house,regular,new_house
4196,house,regular,new_house
4197,house,regular,new_house
4198,house,regular,new_house
4199,house,regular,new_house
4200,house,regular,new_house
4201,house,regular,new_house
4202,house,regular,new_house
4203,house,regular,new_house
4204,house,regular,new_house
4205,house,regular,new_house
4206,house,regular,new_house
4207,house,regular,new_house
4208,house,regular,new_house
4209,house,regular,new_house
4210,house,regular,new_house
4211,house,regular,new_house
4212,house,regular,new_house
4213,house,regular,new_house
4214,house,regular,new_house
4215,house,good,new_house
4216,house,regular,new_house
4217,house,regular,new_house
4218,house,regular,new_house
4219,house,regular,new_house
4220,house,regular,new_house
4221,house,regular,new_house
4222,house,regular,new_house
4223,house,regular,new_house
4224,house,regular,new_house
4225,house,regular,new_house
4226,house,regular,new_house
4227,apartament,regular,new_house
4228,apartament,regular,new_house
4229,apartament,regular,new_house
4230,apartament,regular,new_house
4231,house,regular,new_house
4232,house,regular,new_house
4233,house,regular,new_house
4234,house,regular,new_house
4235,house,regular,new_house
4236,house,regular,new_house
4237,house,regular,new_house
4238,house,regular,new_house
4239,house,regular,new_house
4240,house,regular,new_house
4241,house,regular,new_house
4242,house,regular,new_house
4243,house,regular,new_house
4244,house,regular,new_house
4245,house,regular,new_house
4246,house,regular,new_house
4247,apartament,regular,new_house
4248,house,regular,new_house
4249,house,regular,new_house
4250,house,regular,new_house
4251,house,regular,new_house
4252,house,bad,new_house
4253,house,regular,new_house
4254,house,regular,new_house
4255,house,regular,new_house
4256,house,regular,new_house
4257,house,regular,new_house
4258,house,regular,new_house
4259,house,regular,new_house
4260,house,regular,new_house
4261,house,regular,new_house
4262,house,regular,new_house
4263,house,regular,new_house
4264,house,regular,new_house
4265,house,regular,new_house
4266,house,regular,new_house
4267,house,regular,new_house
4268,house,regular,new_house
4269,house,regular,new_house
4270,house,regular,new_house
4271,house,regular,new_house
4272,house,regular,new_house
4273,house,regular,new_house
4274,house,good,new_house
4275,house,good,new_house
4276,house,regular,new_house
4277,house,regular,new_house
4278,house,regular,new_house
4279,house,regular,new_house
4280,house,regular,new_house
4281,house,regular,new_house
4282,house,regular,new_house
4283,house,regular,new_house
4284,house,regular,new_house
4285,house,regular,new_house
4286,house,regular,new_house
4287,house,regular,new_house
4288,house,regular,new_house
4289,house,regular,new_house
4290,house,regular,new_house
4291,apartament,regular,new_house
4292,house,regular,new_house
4293,apartament,regular,new_house
4294,house,good,new_house
4295,house,regular,new_house
4296,apartament,regular,new_house
4297,house,good,new_house
4298,house,regular,new_house
4299,house,regular,new_house
4300,house,regular,new_house
4301,house,regular,new_house
4302,house,regular,new_house
4303,house,regular,new_house
4304,house,regular,new_house
4305,house,regular,new_house
4306,house,regular,new_house
4307,house,regular,new_house
4308,apartament,regular,new_house
4309,apartament,regular,new_house
4310,house,regular,new_house
4311,house,regular,new_house
4312,house,regular,new_house
4313,house,regular,new_house
4314,house,regular,new_house
4315,house,regular,new_house
4316,house,good,new_house
4317,house,regular,new_house
4318,house,regular,new_house
4319,house,regular,new_house
4320,house,regular,new_house
4321,house,regular,new_house
4322,house,regular,new_house
4323,house,regular,new_house
4324,house,regular,new_house
4325,house,regular,new_house
4326,house,regular,new_house
4327,house,regular,new_house
4328,apartament,regular,new_house
4329,apartament,regular,new_house
4330,house,regular,new_house
4331,house,regular,new_house
4332,apartament,regular,new_house
4333,house,regular,new_house
4334,house,regular,new_house
4335,house,good,new_house
4336,house,regular,new_house
4337,house,regular,new_house
4338,house,regular,new_house
4339,house,regular,new_house
4340,house,regular,new_house
4341,house,regular,new_house
4342,house,regular,new_house
4343,house,regular,new_house
4344,house,regular,new_house
4345,house,regular,new_house
4346,house,regular,new_house
4347,house,regular,new_house
4348,house,regular,new_house
4349,house,good,new_house
4350,house,regular,new_house
4351,house,regular,new_house
4352,apartament,regular,new_house
4353,house,regular,new_house
4354,house,regular,new_house
4355,apartament,regular,new_house
4356,house,regular,new_house
4357,apartament,regular,new_house
4358,apartament,regular,new_house
4359,house,regular,new_house
4360,apartament,regular,new_house
4361,house,regular,new_house
4362,apartament,regular,new_house
4363,house,regular,new_house
4364,house,regular,new_house
4365,house,regular,new_house
4366,house,regular,new_house
4367,house,regular,new_house
4368,apartament,regular,new_house
4369,house,regular,new_house
4370,house,regular,new_house
4371,house,regular,new_house
4372,house,regular,new_house
4373,house,regular,new_house
4374,house,regular,new_house
4375,house,regular,new_house
4376,house,regular,new_house
4377,house,regular,new_house
4378,house,regular,new_house
4379,house,regular,new_house
4380,house,good,new_house
4381,house,regular,new_house
4382,house,regular,new_house
4383,house,bad,new_house
4384,house,good,new_house
4385,house,regular,new_house
4386,house,regular,new_house
4387,house,regular,new_house
4388,house,regular,new_house
4389,house,regular,new_house
4390,studio,regular,new_house
4391,house,regular,new_house
4392,house,regular,new_house
4393,house,regular,new_house
4394,house,good,new_house
4395,house,regular,new_house
4396,house,regular,new_house
4397,house,good,new_house
4398,house,regular,new_house
4399,house,regular,new_house
4400,house,regular,new_house
4401,house,regular,new_house
4402,house,regular,new_house
4403,house,regular,new_house
4404,house,regular,new_house
4405,apartament,regular,new_house
4406,house,good,new_house
4407,house,regular,new_house
4408,house,regular,new_house
4409,house,good,new_house
4410,studio,regular,new_house
4411,house,regular,new_house
4412,house,regular,new_house
4413,house,regular,new_house
4414,house,regular,new_house
4415,house,regular,new_house
4416,apartament,regular,new_house
4417,house,regular,new_house
4418,house,regular,new_house
4419,apartament,regular,new_house
4420,house,regular,new_house
4421,house,regular,new_house
4422,house,regular,new_house
4423,house,regular,new_house
4424,apartament,regular,new_house
4425,house,regular,new_house
4426,house,regular,new_house
4427,apartament,regular,new_house
4428,house,regular,new_house
4429,house,regular,new_house
4430,house,regular,new_house
4431,house,regular,new_house
4432,house,regular,new_house
4433,house,regular,new_house
4434,house,regular,new_house
4435,house,good,new_house
4436,house,regular,new_house
4437,apartament,regular,new_house
4438,house,regular,new_house
4439,house,regular,new_house
4440,house,regular,new_house
4441,apartament,regular,new_house
4442,house,regular,new_house
4443,house,regular,new_house
4444,apartament,regular,new_house
4445,house,regular,new_house
4446,studio,regular,new_house
4447,house,regular,new_house
4448,house,regular,new_house
4449,apartament,good,new_house
4450,house,regular,new_house
4451,house,regular,new_house
4452,house,regular,new_house
4453,house,regular,new_house
4454,house,regular,new_house
4455,house,regular,new_house
4456,apartament,regular,new_house
4457,house,regular,new_house
4458,house,regular,new_house
4459,house,regular,new_house
4460,house,regular,new_house
4461,house,regular,new_house
4462,house,regular,new_house
4463,house,regular,new_house
4464,apartament,regular,new_house
4465,house,regular,new_house
4466,apartament,regular,new_house
4467,house,regular,new_house
4468,house,regular,new_house
4469,house,regular,new_house
4470,house,good,new_house
4471,house,regular,new_house
4472,house,regular,new_house
4473,house,good,new_house
4474,house,good,new_house
4475,house,regular,new_house
4476,house,regular,new_house
4477,house,regular,new_house
4478,house,regular,new_house
4479,house,bad,new_house
4480,house,good,new_house
4481,house,regular,new_house
4482,house,regular,new_house
4483,house,regular,new_house
4484,house,regular,new_house
4485,house,regular,new_house
4486,house,regular,new_house
4487,house,regular,new_house
4488,apartament,regular,new_house
4489,house,regular,new_house
4490,house,bad,new_house
4491,house,regular,new_house
4492,house,regular,new_house
4493,house,regular,new_house
4494,house,regular,new_house
4495,house,regular,new_house
4496,house,regular,new_house
4497,house,regular,new_house
4498,house,regular,new_house
4499,house,regular,new_house
4500,house,good,new_house
4501,house,regular,new_house
4502,house,regular,new_house
4503,house,regular,new_house
4504,house,good,new_house
4505,house,regular,new_house
4506,apartament,regular,new_house
4507,house,regular,new_house
4508,house,regular,new_house
4509,house,good,new_house
4510,house,regular,new_house
4511,house,good,new_house
4512,house,regular,new_house
4513,house,good,new_house
4514,house,regular,new_house
4515,house,regular,new_house
4516,house,regular,new_house
4517,house,regular,new_house
4518,house,regular,new_house
4519,house,regular,new_house
4520,house,regular,new_house
4521,house,regular,new_house
4522,apartament,regular,new_house
4523,house,regular,new_house
4524,apartament,regular,new_house
4525,house,regular,new_house
4526,house,regular,new_house
4527,house,regular,new_house
4528,house,regular,new_house
4529,house,regular,new_house
4530,house,regular,new_house
4531,house,regular,new_house
4532,house,regular,new_house
4533,house,regular,new_house
4534,house,regular,new_house
4535,house,regular,new_house
4536,apartament,regular,new_house
4537,house,regular,new_house
4538,apartament,regular,new_house
4539,house,regular,new_house
4540,house,regular,new_house
4541,house,good,new_house
4542,house,regular,new_house
4543,apartament,good,new_house
4544,house,regular,new_house
4545,apartament,regular,new_house
4546,house,regular,new_house
4547,house,regular,new_house
4548,house,regular,new_house
4549,house,good,new_house
4550,house,regular,new_house
4551,apartament,regular,new_house
4552,apartament,regular,new_house
4553,house,regular,new_house
4554,house,regular,new_house
4555,house,regular,new_house
4556,house,regular,new_house
4557,house,regular,new_house
4558,apartament,regular,new_house
4559,apartament,regular,new_house
4560,apartament,regular,new_house
4561,apartament,regular,new_house
4562,house,regular,new_house
4563,apartament,bad,new_house
4564,house,regular,new_house
4565,house,regular,new_house
4566,house,regular,new_house
4567,house,regular,new_house
4568,house,regular,new_house
4569,house,regular,new_house
4570,house,regular,new_house
4571,house,regular,new_house
4572,house,good,new_house
4573,house,regular,new_house
4574,apartament,regular,new_house
4575,house,regular,new_house
4576,house,regular,new_house
4577,house,regular,new_house
4578,house,good,new_house
4579,house,regular,new_house
4580,house,regular,new_house
4581,house,regular,new_house
4582,house,regular,new_house
4583,house,regular,new_house
4584,house,regular,new_house
4585,house,regular,new_house
4586,house,regular,new_house
4587,house,regular,new_house
4588,house,regular,new_house
4589,house,regular,new_house
4590,house,regular,new_house
4591,house,regular,new_house
4592,house,regular,new_house
4593,house,regular,new_house
4594,house,good,new_house
4595,house,regular,new_house
4596,house,regular,new_house
4597,house,regular,new_house
4598,house,regular,new_house
4599,house,regular,new_house
4600,apartament,regular,new_house
4601,apartament,regular,new_house
4602,house,regular,new_house
4603,house,regular,new_house
4604,house,regular,new_house
4605,house,regular,new_house
4606,house,regular,new_house
4607,house,regular,new_house
4608,house,regular,new_house
4609,house,regular,new_house
4610,house,regular,new_house
4611,apartament,bad,new_house
4612,house,regular,new_house
4613,house,regular,new_house
4614,house,regular,new_house
4615,apartament,regular,new_house
4616,house,regular,new_house
4617,house,regular,new_house
4618,house,regular,new_house
4619,house,regular,new_house
4620,house,regular,new_house
4621,house,regular,new_house
4622,house,good,new_house
4623,house,regular,new_house
4624,house,regular,new_house
4625,house,regular,new_house
4626,house,regular,new_house
4627,house,regular,new_house
4628,house,good,new_house
4629,house,regular,new_house
4630,house,regular,new_house
4631,house,regular,new_house
4632,house,regular,new_house
4633,house,regular,new_house
4634,house,regular,new_house
4635,house,good,new_house
4636,house,regular,new_house
4637,house,regular,new_house
4638,house,regular,new_house
4639,house,regular,new_house
4640,apartament,regular,new_house
4641,house,regular,new_house
4642,house,regular,new_house
4643,house,regular,new_house
4644,house,regular,new_house
4645,house,regular,new_house
4646,house,good,new_house
4647,house,regular,new_house
4648,apartament,regular,new_house
4649,house,regular,new_house
4650,apartament,regular,new_house
4651,studio,NA,new_house
4652,house,regular,new_house
4653,house,regular,new_house
4654,house,regular,new_house
4655,house,regular,new_house
4656,house,regular,new_house
4657,house,good,new_house
4658,house,regular,new_house
4659,house,bad,new_house
4660,house,good,new_house
4661,house,good,new_house
4662,house,regular,new_house
4663,house,regular,new_house
4664,house,regular,new_house
4665,house,regular,new_house
4666,house,regular,new_house
4667,house,regular,new_house
4668,apartament,regular,new_house
4669,house,regular,new_house
4670,house,regular,new_house
4671,house,regular,new_house
4672,house,regular,new_house
4673,house,regular,new_house
4674,house,regular,new_house
4675,house,regular,new_house
4676,house,regular,new_house
4677,house,regular,new_house
4678,house,regular,new_house
4679,house,regular,new_house
4680,house,good,new_house
4681,house,regular,new_house
4682,apartament,good,new_house
4683,house,regular,new_house
4684,apartament,good,new_house
4685,house,regular,new_house
4686,house,regular,new_house
4687,apartament,regular,new_house
4688,house,regular,new_house
4689,house,regular,new_house
4690,house,regular,new_house
4691,house,regular,new_house
4692,house,regular,new_house
4693,house,regular,new_house
4694,house,regular,new_house
4695,house,regular,new_house
4696,house,regular,new_house
4697,house,regular,new_house
4698,apartament,regular,new_house
4699,house,regular,new_house
4700,house,regular,new_house
4701,house,regular,new_house
4702,apartament,regular,new_house
4703,house,regular,new_house
4704,house,regular,new_house
4705,house,regular,new_house
4706,house,regular,new_house
4707,house,regular,new_house
4708,apartament,regular,new_house
4709,house,regular,new_house
4710,apartament,regular,new_house
4711,house,regular,new_house
4712,house,good,new_house
4713,house,regular,new_house
4714,house,good,new_house
4715,house,regular,new_house
4716,house,regular,new_house
4717,house,regular,new_house
4718,house,regular,new_house
4719,house,regular,new_house
4720,house,regular,new_house
4721,house,regular,new_house
4722,house,regular,new_house
4723,house,regular,new_house
4724,apartament,regular,new_house
4725,house,good,new_house
4726,house,regular,new_house
4727,house,regular,new_house
4728,house,good,new_house
4729,house,regular,new_house
4730,house,regular,new_house
4731,house,regular,new_house
4732,house,regular,new_house
4733,house,regular,new_house
4734,house,regular,new_house
4735,apartament,regular,new_house
4736,house,regular,new_house
4737,house,regular,new_house
4738,house,regular,new_house
4739,house,regular,new_house
4740,house,regular,new_house
4741,house,regular,new_house
4742,apartament,regular,new_house
4743,house,regular,new_house
4744,house,regular,new_house
4745,house,regular,new_house
4746,apartament,regular,new_house
4747,house,regular,new_house
4748,house,regular,new_house
4749,apartament,regular,new_house
4750,house,bad,new_house
4751,house,regular,new_house
4752,house,regular,new_house
4753,house,regular,new_house
4754,house,regular,new_house
4755,house,regular,new_house
4756,house,regular,new_house
4757,house,regular,new_house
4758,house,regular,new_house
4759,house,regular,new_house
4760,house,regular,new_house
4761,house,good,new_house
4762,house,regular,new_house
4763,house,regular,new_house
4764,house,regular,new_house
4765,house,good,new_house
4766,house,regular,new_house
4767,house,regular,new_house
4768,apartament,regular,new_house
4769,house,regular,new_house
4770,house,regular,new_house
4771,house,regular,new_house
4772,house,regular,new_house
4773,apartament,regular,new_house
4774,house,regular,new_house
4775,house,regular,new_house
4776,house,regular,new_house
4777,house,regular,new_house
4778,house,regular,new_house
4779,house,regular,new_house
4780,house,good,new_house
4781,house,regular,new_house
4782,house,regular,new_house
4783,house,regular,new_house
4784,house,regular,new_house
4785,house,regular,new_house
4786,house,regular,new_house
4787,house,regular,new_house
4788,house,good,new_house
4789,house,regular,new_house
4790,house,regular,new_house
4791,house,regular,new_house
4792,house,good,new_house
4793,house,good,new_house
4794,house,regular,new_house
4795,house,regular,new_house
4796,house,regular,new_house
4797,house,regular,new_house
4798,house,regular,new_house
4799,house,regular,new_house
4800,house,regular,new_house
4801,house,regular,new_house
4802,house,good,new_house
4803,house,regular,new_house
4804,house,regular,new_house
4805,house,regular,new_house
4806,apartament,regular,new_house
4807,house,regular,new_house
4808,house,regular,new_house
4809,house,regular,new_house
4810,apartament,regular,new_house
4811,house,regular,new_house
4812,apartament,regular,new_house
4813,house,regular,new_house
4814,house,regular,new_house
4815,house,regular,new_house
4816,house,regular,new_house
4817,house,regular,new_house
4818,house,regular,new_house
4819,house,regular,new_house
4820,house,regular,new_house
4821,house,regular,new_house
4822,house,regular,new_house
4823,house,regular,new_house
4824,house,regular,new_house
4825,house,good,new_house
4826,house,regular,new_house
4827,house,regular,new_house
4828,house,regular,new_house
4829,apartament,regular,new_house
4830,house,regular,new_house
4831,house,regular,new_house
4832,studio,regular,new_house
4833,house,regular,new_house
4834,house,regular,new_house
